PREDICTION_SCORE,FILEPATH,POINT_NO,REEF_NAME,PREDICTION,Y,X
0.687461,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050419.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.869169,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050423.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.25
0.941079,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050418.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.999186,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050416.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.991014,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050429.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.955915,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050420.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.729881,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050422.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.562228,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050416.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.75
0.554757,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050423.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.850144,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050418.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.701275,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050429.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.75
0.699464,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050425.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.772213,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050416.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.75
0.539335,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050427.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.366306,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050421.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.972266,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050420.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.934877,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050421.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.940097,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050425.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.714363,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050429.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.62935,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050421.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.589774,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect4/P6050422.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,OTHER,0.75,0.25
0.759389,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050243.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.756607,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050238.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.479552,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050239.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.588706,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050235.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.634747,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050237.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.601283,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050242.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.778263,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050235.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.75
0.577663,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050243.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.437173,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050241.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.25
0.855681,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050239.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.25
0.548059,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050241.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.363912,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050236.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.513771,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050247.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.744357,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050240.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.896576,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050246.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.805985,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050242.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.75
0.927376,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050240.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.540164,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050246.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.584895,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050237.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.65973,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050242.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,OTHER,0.25,0.25
0.430357,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050243.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.498459,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050238.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.729285,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050238.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.674836,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050247.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.542206,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050237.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.883692,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050247.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.868204,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050246.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.550218,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050236.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.502267,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050240.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.531878,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050236.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,OTHER,0.5,0.5
0.955696,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050243.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.423285,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050238.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.63195,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050243.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.25
0.465841,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050242.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.370235,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050238.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.897006,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050235.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.75,0.75
0.404662,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050241.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.990381,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050235.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.25
0.615336,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050241.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.819676,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050242.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.482431,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050246.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.605612,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050236.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.780219,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050237.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.475692,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050240.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.72258,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050240.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.65295,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050237.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.591368,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050247.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.533595,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050239.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.75
0.970957,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050236.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.90584,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050241.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.513165,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050239.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.5,0.5
0.808032,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050239.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.25
0.521494,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050246.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.25
0.463095,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050235.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ABIOTIC,0.5,0.5
0.677878,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect8/P6050247.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.606345,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050255.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.75,0.25
0.626705,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050250.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.375407,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050257.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.551124,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050253.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.895234,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050248.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.75
0.482394,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050256.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.9846,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050253.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.885423,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050255.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.75
0.720535,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050248.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.25
0.721776,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050250.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.75
0.472423,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050252.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.391206,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050249.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.439775,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050259.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.558128,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050258.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.664637,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050258.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.975016,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050255.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.695633,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050253.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.471049,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050250.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.75
0.788206,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050252.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.634624,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050254.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.305304,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050248.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.455092,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050259.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.75,0.75
0.973164,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050256.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.75
0.583069,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050251.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.899201,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050258.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.75
0.833398,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050255.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.75
0.96248,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050249.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.75
0.998736,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050254.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.75
0.985836,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050256.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.453198,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050248.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.99941,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050257.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.481009,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050257.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ABIOTIC,0.75,0.25
0.865574,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050252.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.82364,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050258.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.38595,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050256.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.965559,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050248.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.960007,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050254.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.943641,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050254.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.367944,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050260.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.553077,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050255.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.393793,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050259.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.752386,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050251.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.854122,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050252.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.573904,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050259.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.374202,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050249.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.75,0.75
0.738882,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050251.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.960057,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050258.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.775613,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050253.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.344124,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050260.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.25
0.393593,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050251.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.388958,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050253.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.906136,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050250.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.876442,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050257.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.661474,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050260.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.536674,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050250.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.558004,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050249.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.548086,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050260.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.75
0.430161,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050251.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.75
0.533849,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050260.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.534574,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050249.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.409913,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050252.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.75
0.669092,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050257.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.587975,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050259.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.629663,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect9/P6050256.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.6415,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050266.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.75,0.75
0.955873,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050265.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.648344,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050264.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.25
0.976471,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050269.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.25
0.7797,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050263.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.709869,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050263.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.99755,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050270.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.25,0.25
0.698409,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050263.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.751163,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050262.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.5,0.5
0.779344,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050267.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.5,0.5
0.957498,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050266.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,SPONGE,0.25,0.75
0.464457,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050267.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.831,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050264.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.75
0.705196,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050263.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.620902,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050270.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.878528,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050269.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.506386,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050261.JPG,5,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.75,0.75
0.310373,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050264.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.25,0.75
0.728604,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050269.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.652964,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050266.JPG,1,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.25
0.78122,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050268.JPG,2,Arlington NE Flank LTMP1_K4 5.5m,ALGAE,0.25,0.75
0.735453,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050266.JPG,4,Arlington NE Flank LTMP1_K4 5.5m,HARD CORAL,0.75,0.25
0.740029,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050269.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,SOFT CORAL,0.5,0.5
0.433602,NV/Arlington NE Flank LTMP1_K4 5.5m/Transect10/P6050261.JPG,3,Arlington NE Flank LTMP1_K4 5.5m,OTHER,0.5,0.5
